Date,AAPL,AMD,AMZN,DIS,GOOGL,JPM,MSFT,NFLX,NVDA,TSLA,AAPL_DailyReturn,AMD_DailyReturn,AMZN_DailyReturn,DIS_DailyReturn,GOOGL_DailyReturn,JPM_DailyReturn,MSFT_DailyReturn,NFLX_DailyReturn,NVDA_DailyReturn,TSLA_DailyReturn
2011-01-18,10.237959861755371,8.100000381469727,9.5625,34.261871337890625,15.930594444274902,30.256027221679688,21.94167709350586,27.66857147216797,0.5281925201416016,1.7093329429626465,-0.022725,-0.01227,0.0131581,0.00254188,0.0244511,-0.00356908,0.0126406,0.0114239,-0.0235907,-0.00428145
2011-01-19,10.18355941772461,7.929999828338623,9.343500137329102,34.00093078613281,15.734334945678711,29.552867889404297,21.796218872070312,27.26714324951172,0.5137497782707214,1.6019999980926514,-0.00532777,-0.0212111,-0.0231683,-0.00764521,-0.0123962,-0.0235146,-0.00665138,-0.0146147,-0.0277245,-0.0648504
2011-01-20,9.998424530029297,8.020000457763672,9.097999572753906,34.07051086425781,15.610302925109863,30.256027221679688,21.704343795776367,26.428571701049805,0.514208197593689,1.5080000162124634,-0.0183471,0.0112855,-0.0266264,0.00204433,-0.00791412,0.0235146,-0.00422409,-0.0312367,0.000891903,-0.0604686
2011-01-21,9.819305419921875,7.539999961853027,8.871000289916992,34.566314697265625,15.238207817077637,30.62112808227539,21.451702117919922,26.01285743713379,0.509394109249115,1.5360000133514404,-0.0180771,-0.0617163,-0.025267,0.0144474,-0.0241252,0.0119948,-0.0117084,-0.0158548,-0.00940624,0.0183974
2011-01-24,10.1417875289917,7.679999828338623,8.842499732971191,34.74027633666992,15.219528198242188,30.43858528137207,21.727317810058594,26.280000686645508,0.5669358968734741,1.6326669454574585,0.0323139,0.0183973,-0.00321795,0.00502007,-0.00122659,-0.00597917,0.0127664,0.0102173,0.107024,0.0610332
2011-01-25,10.260501861572266,7.480000019073486,8.835000038146973,34.670684814453125,15.439447402954102,30.337160110473633,21.780914306640625,26.677143096923828,0.5495128631591797,1.6453330516815186,0.0116375,-0.0263867,-0.000848502,-0.0020052,0.0143464,-0.00333769,0.00246374,0.0149989,-0.0312141,0.00772799
2011-01-26,10.334132194519043,7.489999771118164,8.769499778747559,34.305362701416016,15.354519844055176,30.41152572631836,22.03354835510254,26.14714241027832,0.5625801682472229,1.649999976158142,0.00715047,0.00133597,-0.00744134,-0.0105928,-0.00551587,0.0024483,0.0115321,-0.0200672,0.0235015,0.00283245
2011-01-27,10.314897537231445,7.75,9.22249984741211,34.3227653503418,15.361741065979004,30.492679595947266,22.102447509765625,30.124286651611328,0.5609753727912903,1.6613329648971558,-0.00186301,0.0341241,0.0503664,0.000507158,0.000470189,0.00266497,0.00312213,0.141592,-0.00285664,0.006845
2011-01-28,10.101211547851562,7.489999771118164,8.557000160217285,33.792179107666016,14.96822738647461,30.11405372619629,21.244991302490234,31.139999389648438,0.5446982979774475,1.6006669998168945,-0.0209338,-0.0341241,-0.0748965,-0.0155795,-0.0259503,-0.0124947,-0.0395672,0.0331614,-0.0294449,-0.0371999
2011-01-31,10.197985649108887,7.829999923706055,8.482000350952148,33.80957794189453,14.952536582946777,30.384485244750977,21.22968101501465,30.582857131958008,0.5483666062355042,1.6066670417785645,0.00953484,0.0443937,-0.00880337,0.000514745,-0.00104882,0.00894016,-0.000720914,-0.0180535,0.00671199,0.00374146
2011-02-01,10.369595527648926,8.220000267028809,8.605500221252441,34.688087463378906,15.218531608581543,31.053842544555664,21.428735733032227,30.41428565979004,0.5609753727912903,1.593999981880188,0.0166878,0.0486077,0.0144552,0.0256522,0.0176329,0.0217904,0.00933256,-0.00552721,0.022733,-0.0079153
2011-02-02,10.34825611114502,8.289999961853027,8.67650032043457,35.218666076660156,15.24244213104248,30.729318618774414,21.390457153320312,30.18000030517578,0.5864220261573792,1.5959999561309814,-0.00206,0.00847972,0.0082167,0.0151799,0.00156991,-0.0105054,-0.00178792,-0.00773296,0.0443627,0.0012539
2011-02-03,10.321807861328125,8.329999923706055,8.685500144958496,35.22735595703125,15.196366310119629,30.736055374145508,21.16843605041504,30.21285629272461,0.5754178762435913,1.5753329992294312,-0.00255909,0.00481348,0.00103673,0.00024671,-0.00302744,0.000219205,-0.0104337,0.00108808,-0.0189432,-0.0130338
2011-02-04,10.413776397705078,8.399999618530273,8.796500205993652,35.4100227355957,15.21703815460205,30.147846221923828,21.26030921936035,31.43857192993164,0.5884853601455688,1.5640000104904175,0.00887066,0.00836821,0.012699,0.00517197,0.00135939,-0.0193229,0.00433071,0.039768,0.0224555,-0.00722003
2011-02-07,10.575469017028809,8.329999923706055,8.821499824523926,35.610084533691406,15.299477577209473,30.763111114501953,21.589515686035156,31.145713806152344,0.563955545425415,1.5379999876022339,0.0154075,-0.00836821,0.00283797,0.00563396,0.00540295,0.0202028,0.0153659,-0.00935891,-0.0425766,-0.0167638
2011-02-08,10.675251960754395,8.239999771118164,9.152999877929688,35.81883239746094,15.40134048461914,30.925373077392578,21.6507625579834,31.09000015258789,0.5472202301025391,1.6326669454574585,0.00939109,-0.0108631,0.0368898,0.00584493,0.00663587,0.0052607,0.00283286,-0.00179041,-0.0301241,0.059732
2011-02-09,10.764205932617188,8.229999542236328,9.265000343322754,37.71502685546875,15.354519844055176,30.499435424804688,21.413419723510742,31.755714416503906,0.5339236259460449,1.547333002090454,0.0082982,-0.00121436,0.0121622,0.0515848,-0.00304467,-0.0138688,-0.0110229,0.0211865,-0.0245985,-0.053682
2011-02-10,10.65540885925293,8.220000267028809,9.310500144958496,37.67154312133789,15.353023529052734,30.783403396606445,21.053598403930664,31.885713577270508,0.5231489539146423,1.5479999780654907,-0.0101587,-0.00121572,0.00489891,-0.00115362,-9.74559e-05,0.00926752,-0.0169463,0.00408537,-0.0203866,0.000430956
2011-02-11,10.724834442138672,8.279999732971191,9.462499618530273,37.75851821899414,15.553766250610352,31.486549377441406,20.862211227416992,33.0099983215332,0.53805011510849,1.5499999523162842,0.00649439,0.00727269,0.0161938,0.00230611,0.0129904,0.0225848,-0.00913204,0.0346524,0.0280855,0.00129114
2011-02-14,10.79486083984375,8.630000114440918,9.520999908447266,37.61065673828125,15.644672393798828,31.466272354125977,20.846895217895508,35.36428451538086,0.529797375202179,1.5386669635772705,0.00650814,0.0414016,0.0061633,-0.00392366,0.00582762,-0.000644197,-0.00073442,0.0688919,-0.0154571,-0.00733847
2011-02-15,10.816506385803223,8.600000381469727,9.451499938964844,37.48018264770508,15.545049667358398,31.65557098388672,20.762178421020508,34.3985710144043,0.5169593095779419,1.5226670503616333,0.00200316,-0.00348227,-0.00732642,-0.0034751,-0.0063882,0.0059979,-0.00407204,-0.0276874,-0.0245305,-0.010453
2011-02-16,10.913578033447266,8.989999771118164,9.331000328063965,38.010772705078125,15.546792984008789,32.41283416748047,20.808393478393555,33.959999084472656,0.5359870791435242,1.6486669778823853,0.00893437,0.0443506,-0.0128312,0.0140573,0.00011214,0.0236403,0.00222345,-0.0128317,0.0361459,0.0795036
2011-02-17,10.768413543701172,9.4399995803833,9.387999534606934,38.010772705078125,15.572694778442383,32.331695556640625,20.95470428466797,33.66143035888672,0.588714599609375,1.5733330249786377,-0.0133905,0.0488431,0.00609,0,0.00166467,-0.00250642,0.00700673,-0.00883065,0.0938315,-0.0467708
2011-02-18,10.535796165466309,9.180000305175781,9.324999809265137,37.88898849487305,15.692741394042969,32.453407287597656,20.839191436767578,33.644287109375,0.5875682234764099,1.5453330278396606,-0.0218386,-0.0279287,-0.00673328,-0.00320908,0.00767923,0.0037574,-0.00552775,-0.000509414,-0.00194915,-0.0179569
2011-02-22,10.17664623260498,8.850000381469727,9.020999908447266,37.09745788574219,15.197860717773438,31.107934951782227,20.477237701416016,31.657142639160156,0.5320897698402405,1.4579999446868896,-0.0346831,-0.0366097,-0.0331438,-0.0211121,-0.0320436,-0.0423425,-0.0175215,-0.0608795,-0.0991801,-0.0581738
2011-02-23,10.297165870666504,8.550000190734863,8.833999633789062,36.64515686035156,15.225504875183105,31.07412338256836,20.477237701416016,30.171428680419922,0.5068721771240234,1.4553329944610596,0.0117732,-0.0344862,-0.0209473,-0.0122672,0.0018173,-0.0010875,0,-0.0480684,-0.0485534,-0.00183086
2011-02-24,10.304977416992188,9.100000381469727,8.887499809265137,36.897403717041016,15.163241386413574,31.04032325744629,20.615854263305664,30.739999771118164,0.519251823425293,1.5019999742507935,0.000758324,0.0623432,0.0060379,0.00685991,-0.0040978,-0.00108832,0.00674649,0.0186693,0.0241301,0.0315628
2011-02-25,10.463668823242188,9.289999961853027,8.862000465393066,37.35840606689453,15.193626403808594,31.560935974121094,20.446434020996094,30.34857177734375,0.5300266146659851,1.5740000009536743,0.0152821,0.0206641,-0.00287325,0.0124168,0.00200186,0.016633,-0.00825191,-0.0128153,0.0205382,0.0468226
2011-02-28,10.61544132232666,9.210000038146973,8.66450023651123,38.045555114746094,15.27730941772461,31.567699432373047,20.46953582763672,29.5242862701416,0.5194808840751648,1.5926669836044312,0.0144005,-0.00864869,-0.0225383,0.0182263,0.00549266,0.000214275,0.00112923,-0.0275363,-0.0200972,0.0117898
2011-03-01,10.498225212097168,9.029999732971191,8.472000122070312,37.39320373535156,14.962498664855957,30.830720901489258,20.146095275878906,29.23285675048828,0.4963266849517822,1.5959999561309814,-0.0111035,-0.0197375,-0.0224676,-0.0172953,-0.0208217,-0.0236228,-0.0159272,-0.00991988,-0.0455957,0.00209051
2011-03-02,10.582679748535156,9.170000076293945,8.60099983215332,37.654136657714844,14.96324634552002,30.567045211791992,20.08448028564453,29.17571449279785,0.47569432854652405,1.6013330221176147,0.00801246,0.015385,0.0151118,0.00695385,4.99691e-05,-0.00858915,-0.0030631,-0.00195664,-0.0424589,0.00333595
2011-03-03,10.806282997131348,9.279999732971191,8.63949966430664,38.33259201049805,15.181671142578125,31.1552677154541,20.176898956298828,29.0528564453125,0.47844529151916504,1.6239999532699585,0.020909,0.0119242,0.00446622,0.0178577,0.0144919,0.0190609,0.00459094,-0.00421986,0.00576639,0.0140558
2011-03-04,10.819507598876953,9.229999542236328,8.583499908447266,37.880287170410156,14.959012031555176,30.776636123657227,19.984371185302734,30.10285758972168,0.4759233593940735,1.6633330583572388,0.00122304,-0.00540252,-0.00650293,-0.0118697,-0.0147749,-0.0122275,-0.00958781,0.0355033,-0.00528504,0.0239312
2011-03-07,10.680054664611816,8.84000015258789,8.454000473022461,37.41929626464844,14.735854148864746,30.553531646728516,19.807239532470703,29.628570556640625,0.46927520632743835,1.6626670360565186,-0.0129728,-0.0431721,-0.015202,-0.0122443,-0.0150303,-0.00727555,-0.00890302,-0.015881,-0.0140674,-0.000400494
2011-03-08,10.692078590393066,8.989999771118164,8.344499588012695,37.57585906982422,14.752043724060059,31.37162208557129,19.953561782836914,27.921428680419922,0.44818416237831116,1.6440000534057617,0.0011252,0.0168259,-0.0130372,0.00417528,0.00109805,0.0264234,0.00736016,-0.0593447,-0.0459852,-0.0112906
2011-03-09,10.593199729919434,8.670000076293945,8.452500343322754,37.506263732910156,14.738595008850098,31.479793548583984,19.938156127929688,27.56999969482422,0.4387849271297455,1.6480000019073486,-0.00929089,-0.036244,0.0128597,-0.00185385,-0.000912067,0.00344214,-0.000772374,-0.0126662,-0.0211948,0.0024301
2011-03-10,10.41888427734375,8.420000076293945,8.307000160217285,36.940887451171875,14.452923774719238,30.783403396606445,19.568506240844727,28.57428550720215,0.4108164310455322,1.6006669998168945,-0.0165923,-0.029259,-0.0173637,-0.015189,-0.0195728,-0.0223702,-0.0187138,0.035779,-0.0658629,-0.029142
2011-03-11,10.57876968383789,8.649999618530273,8.403499603271484,37.34101104736328,14.36351203918457,30.925373077392578,19.77644157409668,29.219999313354492,0.413796603679657,1.6046669483184814,0.0152292,0.0269494,0.0115497,0.0107732,-0.00620563,0.00460129,0.01057,0.0223462,0.00722808,0.00249581
2011-03-14,10.625958442687988,8.430000305175781,8.33650016784668,36.7408447265625,14.196144104003906,30.627885818481445,19.78413963317871,28.742856979370117,0.4172353446483612,1.5499999523162842,0.00445078,-0.0257625,-0.00800475,-0.0162031,-0.0117207,-0.00966609,0.000389178,-0.0164641,0.00827588,-0.0346613
2011-03-15,10.381616592407227,8.279999732971191,8.253999710083008,36.20155334472656,14.185433387756348,30.161376953125,19.55310821533203,31.015714645385742,0.4048559069633484,1.5299999713897705,-0.0232633,-0.0179539,-0.00994559,-0.014787,-0.000754765,-0.0153487,-0.0117463,0.0761047,-0.0301192,-0.0129872
2011-03-16,9.918182373046875,8.119999885559082,8.234999656677246,35.3143424987793,13.875105857849121,29.6204833984375,19.091041564941406,30.54857063293457,0.4018755555152893,1.5213329792022705,-0.0456669,-0.0195128,-0.00230457,-0.0248128,-0.0221193,-0.0180961,-0.0239151,-0.0151761,-0.00738874,-0.00568081
2011-03-17,10.057334899902344,8.3100004196167,8.048500061035156,35.45352554321289,13.98120403289795,30.12757110595703,19.083341598510742,30.55714225769043,0.409440815448761,1.5206669569015503,0.0139325,0.0231295,-0.0229076,0.00393351,0.00761757,0.0169746,-0.00040341,0.000280551,0.0186499,-0.000437885
2011-03-18,9.938017845153809,8.550000190734863,8.090999603271484,35.862327575683594,13.973731994628906,30.925373077392578,19.0987491607666,29.91428565979004,0.40393882989883423,1.5306669473648071,-0.0119346,0.0284716,0.00526654,0.0114647,-0.000534577,0.0261362,0.000807057,-0.0212623,-0.0135289,0.00655453
2011-03-21,10.197382926940918,8.550000190734863,8.22599983215332,36.37552261352539,14.358281135559082,30.851001739501953,19.506895065307617,30.40571403503418,0.4071483314037323,1.5153330564498901,0.0257635,0,0.0165476,0.0142087,0.0271476,-0.00240776,0.0211452,0.0162944,0.00791411,-0.0100683
2011-03-22,10.25448989868164,8.359999656677246,8.130000114440918,36.044986724853516,14.378702163696289,30.742828369140625,19.483797073364258,31.62714385986328,0.4000416398048401,1.4793330430984497,0.00558454,-0.0224729,-0.0117389,-0.0091283,0.00142124,-0.00351248,-0.0011848,0.0393852,-0.0176089,-0.0240439
2011-03-23,10.194077491760254,8.59000015258789,8.265999794006348,36.7408447265625,14.499249458312988,30.830720901489258,19.668622970581055,32.72285842895508,0.4082946479320526,1.480666995048523,-0.00590873,0.0271404,0.0165898,0.0191213,0.00834879,0.00285488,0.00944142,0.0340581,0.0204204,0.000901319
2011-03-24,10.367791175842285,8.829999923706055,8.555000305175781,37.280128479003906,14.617053985595703,30.91861343383789,19.87655258178711,32.73285675048828,0.44084814190864563,1.4886670112609863,0.0168971,0.0275563,0.0343653,0.0145714,0.00809204,0.00284675,0.0105162,0.000305499,0.0767114,0.00538844
2011-03-25,10.56524658203125,8.880000114440918,8.548999786376953,37.37580490112305,14.43897533416748,31.00652503967285,19.730234146118164,32.85857009887695,0.42709311842918396,1.5166670083999634,0.018866,0.00564656,-0.000701651,0.00256313,-0.0122578,0.00283929,-0.00738859,0.00383323,-0.0316984,0.0186341
2011-03-28,10.532188415527344,8.6899995803833,8.467499732971191,36.9843864440918,14.329887390136719,31.07412338256836,19.568506240844727,33.90285873413086,0.4429114758968353,1.5499999523162842,-0.00313386,-0.0216287,-0.00957902,-0.0105277,-0.00758379,0.00217776,-0.00823074,0.0312867,0.0363679,0.0217397
2011-03-29,10.547816276550293,8.680000305175781,8.730999946594238,37.349708557128906,14.48853874206543,31.11469078063965,19.630117416381836,33.91143035888672,0.4394727051258087,1.5946669578552246,0.00148272,-0.00115133,0.0306446,0.00982927,0.0110105,0.00130465,0.00314354,0.000252797,-0.00779431,0.02841
2011-03-30,10.477787971496582,8.789999961853027,8.970999717712402,37.706321716308594,14.491278648376465,31.405412673950195,19.7225341796875,33.99285888671875,0.4229666590690613,1.5806670188903809,-0.00666127,0.0125931,0.0271172,0.00950266,0.000189091,0.00930018,0.00469686,0.00239833,-0.0382823,-0.00881799
2011-03-31,10.4741849899292,8.600000381469727,9.006500244140625,37.48018264770508,14.613816261291504,31.168777465820312,19.55310821533203,33.968570709228516,0.4231959581375122,1.850000023841858,-0.000343928,-0.0218525,0.00394944,-0.00601543,0.0084204,-0.00756338,-0.00862759,-0.000714764,0.000541974,0.157339
2011-04-01,10.355469703674316,8.359999656677246,9.006500244140625,37.27142333984375,14.739341735839844,31.337804794311523,19.622417449951172,34.584285736083984,0.4172353446483612,1.7773330211639404,-0.0113988,-0.0283039,0,-0.00558543,0.00855283,0.00540832,0.0035384,0.0179637,-0.0141849,-0.0400717
2011-04-04,10.254185676574707,8.100000381469727,9.147000312805176,37.08005905151367,14.636730194091797,31.50095558166504,19.67632293701172,34.959999084472656,0.40233418345451355,1.722000002861023,-0.00982887,-0.0315943,0.0154794,-0.00514757,-0.00698609,0.00519269,0.00274337,0.0108051,-0.0363674,-0.0316275
2011-04-05,10.18506145477295,8.109999656677246,9.26449966430664,36.9061164855957,14.173727989196777,31.664106369018555,19.853450775146484,34.88999938964844,0.40302184224128723,1.7799999713897705,-0.0067639,0.00123372,0.0127639,-0.00470204,-0.032144,0.00516587,0.0089618,-0.00200429,0.00170771,0.0331269
2011-04-06,10.159514427185059,8.430000305175781,9.137999534606934,36.766929626464844,14.300498008728027,32.384666442871094,20.138391494750977,34.281429290771484,0.40027090907096863,1.7660000324249268,-0.00251144,0.038699,-0.0137484,-0.00377851,0.00890425,0.0225013,0.0142502,-0.0175965,-0.00684917,-0.00789623
2011-04-07,10.160717964172363,8.40999984741211,9.245499610900879,36.56687927246094,14.445451736450195,32.22153854370117,20.176898956298828,33.422855377197266,0.41494283080101013,1.815999984741211,0.000118457,-0.00237535,0.0116954,-0.0054559,0.0100852,-0.00504993,0.00191032,-0.0253638,0.0359992,0.0279192
2011-04-08,10.069954872131348,8.470000267028809,9.23550033569336,36.323326110839844,14.39962387084961,31.840848922729492,20.076778411865234,33.551429748535156,0.40233418345451355,1.7660000324249268,-0.00897288,0.00710908,-0.00108211,-0.00668277,-0.00317752,-0.0118851,-0.00497449,0.00383952,-0.0308577,-0.0279192
2011-04-11,9.941925048828125,8.420000076293945,9.20199966430664,36.4364013671875,14.379949569702148,31.854446411132812,20.00746726989746,32.59428787231445,0.39706140756607056,1.6846669912338257,-0.0127956,-0.0059207,-0.00363398,0.00310819,-0.00136724,0.000426954,-0.00345828,-0.0289424,-0.0131921,-0.0471492
2011-04-12,9.990013122558594,8.260000228881836,9.02400016784668,36.21025085449219,14.211584091186523,31.70490074157715,19.74563980102539,33.417144775390625,0.39820757508277893,1.6433329582214355,0.00482524,-0.0191852,-0.0195331,-0.00622606,-0.0117774,-0.00470571,-0.0131729,0.024932,0.00288247,-0.0248414
2011-04-13,10.102113723754883,8.199999809265137,9.114500045776367,36.271148681640625,14.352802276611328,31.439773559570312,19.737932205200195,34.10714340209961,0.4071483314037323,1.6619999408721924,0.0111588,-0.00729048,0.00997884,0.00168037,0.00988779,-0.0083975,-0.00039042,0.0204378,0.0222042,0.0112952
2011-04-14,9.990615844726562,8.1899995803833,9.090999603271484,35.67967224121094,14.408341407775879,30.569669723510742,19.576213836669922,33.81856918334961,0.42434200644493103,1.6759999990463257,-0.0110984,-0.00122028,-0.00258169,-0.0164415,0.0038621,-0.0280654,-0.00822703,-0.00849681,0.0413622,0.00838834
2011-04-15,9.84154224395752,8.270000457763672,9.000499725341797,36.11457443237305,13.217589378356934,30.515281677246094,19.537704467773438,33.64142990112305,0.4289272129535675,1.7053329944610596,-0.0150338,0.00972072,-0.0100048,0.0121154,-0.0862588,-0.00178074,-0.00196909,-0.0052517,0.0107475,0.0173504
2011-04-18,9.973482131958008,8.199999809265137,8.916999816894531,35.83623504638672,13.121451377868652,29.883073806762695,19.314374923706055,33.332855224609375,0.414713591337204,1.668666958808899,0.0133174,-0.00850043,-0.00932055,-0.00773697,-0.00730007,-0.0209354,-0.0114965,-0.00921479,-0.0336991,-0.0217353
2011-04-19,10.154109001159668,8.270000457763672,8.940999984741211,35.96670150756836,12.989200592041016,30.352127075195312,19.3682804107666,34.50714111328125,0.4131089150905609,1.6773329973220825,0.0179487,0.00850043,0.00268789,0.00363402,-0.0101301,0.0155744,0.00278706,0.0346227,-0.00387687,0.00517995
2011-04-20,10.29085636138916,8.630000114440918,9.193499565124512,36.56687927246094,13.093805313110352,30.29094886779785,19.838043212890625,34.91857147216797,0.42571765184402466,1.7166670560836792,0.0133773,0.04261,0.0278492,0.0165493,0.00802095,-0.00201765,0.0239648,0.0118525,0.0300651,0.0231796
2011-04-21,10.540006637573242,8.710000038146973,9.294500350952148,36.766929626464844,13.07811450958252,30.372512817382812,19.65321922302246,36.031429290771484,0.4245713949203491,1.7826670408248901,0.0239224,0.00922728,0.0109262,0.0054559,-0.00119906,0.00268907,-0.00936032,0.0313728,-0.00269616,0.0377259
2011-04-25,10.609426498413086,8.699999809265137,9.270999908447266,36.4712028503418,13.07686996459961,30.32494354248047,19.7225341796875,35.952857971191406,0.43121960759162903,1.7593330144882202,0.00656473,-0.00114879,-0.00253163,-0.0080758,-9.51669e-05,-0.00156742,0.0035207,-0.00218301,0.0155373,-0.0131758
2011-04-26,10.531587600708008,8.880000114440918,9.114999771118164,36.819129943847656,13.27038860321045,30.67163848876953,20.1691951751709,32.7014274597168,0.44245296716690063,1.7953330278396606,-0.00736381,0.0204786,-0.0169699,0.00949456,0.0146901,0.0113678,0.0223946,-0.0947898,0.0257167,0.0202558
2011-04-27,10.523473739624023,8.949999809265137,9.831500053405762,37.03657913208008,13.39342212677002,30.929950714111328,20.315515518188477,33.70857238769531,0.44245296716690063,1.8053330183029175,-0.000770728,0.00785194,0.0756701,0.0058885,0.00922857,0.00838659,0.00722846,0.0303334,0,0.00555454
2011-04-28,10.421286582946777,9.069999694824219,9.753499984741211,37.41929626464844,13.39865493774414,31.167877197265625,20.56964874267578,33.48143005371094,0.44726717472076416,1.843999981880188,-0.00975786,0.0133187,-0.00796533,0.0102805,0.000390624,0.00766299,0.0124317,-0.00676122,0.010822,0.021192
2011-04-29,10.522871017456055,9.100000381469727,9.790499687194824,37.4888801574707,13.5513277053833,31.018312454223633,19.961267471313477,33.23857116699219,0.4585004448890686,1.840000033378601,0.00970058,0.00330222,0.0037863,0.00185785,0.0113302,-0.00481023,-0.0300229,-0.00727997,0.0248051,-0.00217153
2011-05-02,10.407164573669434,9.029999732971191,10.059499740600586,37.63674545288086,13.413348197937012,30.712413787841797,19.761037826538086,33.88428497314453,0.45231080055236816,1.8300000429153442,-0.0110566,-0.00772212,0.0271049,0.00393649,-0.0102342,-0.00991082,-0.0100816,0.0192404,-0.0135917,-0.0054496
2011-05-03,10.464868545532227,8.800000190734863,9.922499656677246,37.46278762817383,13.297039031982422,31.21544647216797,19.87655258178711,33.03428649902344,0.4307611286640167,1.7913329601287842,0.00552932,-0.0258006,-0.0137126,-0.00463274,-0.00870896,0.0162461,0.00582856,-0.0254053,-0.0488158,-0.021356
2011-05-04,10.50604248046875,8.789999961853027,9.998499870300293,37.07136535644531,13.344359397888184,30.929950714111328,20.06907844543457,32.74142837524414,0.42755162715911865,1.7793329954147339,0.00392677,-0.00113704,0.0076302,-0.0105033,0.0035524,-0.00918806,0.00963947,-0.00890481,-0.00747866,-0.00672144
2011-05-05,10.421286582946777,8.869999885559082,9.855500221252441,37.13225173950195,13.306502342224121,30.705610275268555,19.86115074157715,32.90142822265625,0.42778095602989197,1.762666940689087,-0.00810006,0.00906008,-0.0144054,0.00164106,-0.00284096,-0.00727961,-0.0104146,0.00487487,0.000536233,-0.0094106
2011-05-06,10.418583869934082,8.920000076293945,9.880000114440918,37.45408630371094,13.332155227661133,30.61725425720215,19.922760009765625,32.781429290771484,0.4429114758968353,1.8079999685287476,-0.000259379,0.00562117,0.00248283,0.00862991,0.00192599,-0.00288167,0.0030972,-0.00365389,0.0347586,0.0253933
2011-05-09,10.44683837890625,8.9399995803833,10.039999961853027,37.4888801574707,13.391430854797363,30.5628604888916,19.891958236694336,33.772857666015625,0.45276910066604614,1.8606669902801514,0.00270826,0.00223959,0.0160646,0.000928542,0.00443621,-0.00177815,-0.00154726,0.0297953,0.0220124,0.0287138
2011-05-10,10.502435684204102,8.9399995803833,10.196999549865723,38.19342803955078,13.515462875366211,30.69881248474121,19.76873779296875,33.9471435546875,0.45345696806907654,1.8886669874191284,0.00530782,0,0.0155164,0.0186191,0.00921941,0.00443841,-0.00621375,0.00514726,0.00151809,0.0149363
